,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Type_of_Item,Years_of_Operation,ItemType_Breads,ItemType_Breakfast,ItemType_Canned,ItemType_Dairy,ItemType_Frozen Foods,ItemType_Fruits and Vegetables,ItemType_Hard Drinks,ItemType_Health and Hygiene,ItemType_Household,ItemType_Meat,ItemType_Others,ItemType_Seafood,ItemType_Snack Foods,ItemType_Soft Drinks,ItemType_Starchy Foods
787,FDS03,7.825,1,0.133281968,63.2826,OUT010,1998-01-01,,Tier 3,Grocery Store,129.1652,Food,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
788,DRF03,19.1,1,0.045299563,38.8138,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,365.5242,Drinks,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789,FDE02,8.71,1,0.121149472,93.7778,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1783.6782,Food,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
790,NCZ06,19.6,1,0.094083303,252.2698,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2790.3678,Non-Consumables,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
791,FDW49,19.5,1,0.0,179.3002,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2328.3026,Food,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
792,FDR23,15.85,1,0.0,174.737,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2822.992,Food,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,NCJ29,,1,0.035022503,85.1224,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2045.3376,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
794,FDY35,17.6,2,0.016060186,47.2402,OUT045,2002-01-01,,Tier 2,Supermarket Type1,505.3422,Food,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,FDZ01,,2,0.009014978,102.699,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3095.97,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
796,FDX19,19.1,1,0.096733815,233.1958,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,5141.3076,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
797,FDG44,6.13,1,0.102607233,54.0298,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,808.947,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
798,FDQ23,6.55,1,0.024521191,100.6332,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2665.8632,Food,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,FDY22,16.5,2,0.160624116,143.8128,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2588.6304,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
800,NCN41,17.0,1,0.052165855,125.073,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1108.557,Non-Consumables,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
801,FDA47,10.5,2,0.0,162.421,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1304.968,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,NCD19,8.93,1,0.0,55.4614,OUT045,2002-01-01,,Tier 2,Supermarket Type1,331.5684,Non-Consumables,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
803,FDO36,,1,0.07753654,180.866,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3235.788,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,FDH20,16.1,2,0.024928351,95.141,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3089.312,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
805,FDN12,,1,0.08071118,113.1544,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3355.632,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,NCJ30,5.82,1,0.080968973,171.379,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2037.348,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
807,FDB09,16.25,1,0.057485328,126.2046,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1867.569,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
808,FDA09,13.35,2,0.149669322,180.266,OUT045,2002-01-01,,Tier 2,Supermarket Type1,898.83,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
809,FDL24,,2,0.024776026,172.3422,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,7759.899,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,FDP03,5.15,2,0.061165512,125.6388,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2848.2924,Food,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,FDR58,,1,0.041718456,94.5462,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2868.9322,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
812,FDO13,7.865,1,0.06100886,166.0526,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3617.9572,Food,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,DRD49,9.895,1,0.167799329,239.4564,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,5243.8408,Drinks,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
814,NCF42,17.35,1,0.167351411,176.0712,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2109.2544,Non-Consumables,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
815,DRK35,8.365,1,0.071832909,36.1506,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,721.0614,Drinks,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
816,FDR58,6.675,1,0.041886576,92.1462,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1203.1006,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
817,FDQ15,,2,0.150341867,83.1276,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1868.2348,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
818,NCP50,17.35,1,0.020542737,80.5618,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,322.2472,Non-Consumables,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
819,FDV45,16.75,1,0.045047439,186.4556,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,3942.8676,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
820,DRP35,18.85,1,0.091008572,129.6336,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3195.84,Drinks,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
821,FDN23,6.575,2,0.07549348,143.5444,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3338.3212,Food,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,FDS44,12.65,2,0.156286566,238.9538,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,4086.0146,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
823,NCI54,15.2,1,0.033735909,110.9912,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1856.2504,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
824,FDH40,,2,0.078547351,79.3276,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1380.8692,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
825,FDF46,7.07,1,0.093653464,113.3834,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1267.0174,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
826,FDA21,13.65,1,0.036107198,184.4924,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,5182.5872,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
827,FDI41,,2,0.109003832,145.2418,OUT019,1985-01-01,Small,Tier 1,Grocery Store,147.1418,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
828,FDE35,7.06,2,0.073480266,58.8904,OUT010,1998-01-01,,Tier 3,Grocery Store,58.5904,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,DRJ24,11.8,1,0.113234914,186.3924,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,5367.6796,Drinks,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
830,NCK17,,1,0.037711338,41.548,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1358.232,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
831,FDA15,9.3,1,0.016054884,250.2092,OUT045,2002-01-01,,Tier 2,Supermarket Type1,5976.2208,Food,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
832,FDD36,,1,0.021170542,117.6124,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2251.7356,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,DRD60,,1,0.065188619,181.1634,OUT019,1985-01-01,Small,Tier 1,Grocery Store,181.7634,Drinks,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
834,FDA46,13.6,1,0.117537563,195.4136,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,5443.5808,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
835,NCO54,19.5,1,0.01430324,57.2614,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1547.3192,Non-Consumables,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
836,FDL48,19.35,2,0.137697119,47.1034,OUT010,1998-01-01,,Tier 3,Grocery Store,145.8102,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,NCM19,,1,0.047008497,112.0202,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5063.409,Non-Consumables,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
838,FDS31,13.1,2,0.0,178.9318,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3067.3406,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
839,FDV12,16.7,2,0.060863167,97.6384,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2857.6136,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,FDQ31,5.785,2,0.0,87.1856,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1406.1696,Food,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
841,FDK55,,1,0.045105407,89.4172,OUT019,1985-01-01,Small,Tier 1,Grocery Store,178.4344,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
842,DRG15,6.13,1,0.076855207,59.3536,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1470.0864,Drinks,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
843,NCR17,9.8,1,0.024482644,116.2492,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2896.23,Non-Consumables,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
844,FDV01,,2,0.0,154.6314,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,6515.5188,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
845,FDT21,7.42,1,0.020474913,248.4092,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,996.0368,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
846,FDT10,16.7,2,0.062044506,57.4562,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,948.0992,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
847,FDL56,,1,0.220225608,85.6198,OUT019,1985-01-01,Small,Tier 1,Grocery Store,87.2198,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
848,FDS49,9.0,1,0.079794329,80.1644,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1178.466,Food,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
849,FDT32,,2,0.114916546,188.4214,OUT019,1985-01-01,Small,Tier 1,Grocery Store,565.2642,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
850,NCX42,6.36,1,0.00597362,164.5526,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2137.8838,Non-Consumables,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
851,FDX26,17.7,1,0.146973462,184.1292,OUT010,1998-01-01,,Tier 3,Grocery Store,547.2876,Food,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
852,FDN02,16.5,1,0.07376631,208.5638,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2691.8294,Food,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
853,FDJ40,,2,0.049349121,108.6912,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3057.3536,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
854,FDU13,,1,0.328390948,146.0418,OUT019,1985-01-01,Small,Tier 1,Grocery Store,588.5672,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
855,DRE27,11.85,1,0.13267058,96.4726,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,978.726,Drinks,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
856,FDS27,10.195,2,0.012455787,197.511,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2356.932,Food,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
857,FDU44,,2,0.058142797,162.1552,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3086.6488,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
858,DRM59,,1,0.006289291,153.2998,OUT019,1985-01-01,Small,Tier 1,Grocery Store,461.3994,Drinks,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
859,FDT08,13.65,1,0.04929502,150.505,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2696.49,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
860,FDL46,20.35,1,0.054362695,117.9466,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1649.8524,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
861,NCV30,20.2,1,0.110356797,62.051,OUT010,1998-01-01,,Tier 3,Grocery Store,126.502,Non-Consumables,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862,FDP51,13.85,2,0.085274988,119.6124,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2014.7108,Food,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
863,FDA51,8.05,2,0.164542555,112.2518,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1707.777,Food,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
864,FDM46,7.365,1,0.160292264,94.712,OUT045,2002-01-01,,Tier 2,Supermarket Type1,932.12,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
865,FDK02,12.5,1,0.112859454,118.344,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2157.192,Food,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
866,FDJ57,7.42,2,0.021569566,184.8582,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,4643.955,Food,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
867,FDJ45,,1,0.073055148,33.7216,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1280.9992,Food,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868,NCB31,6.235,1,0.119345629,261.991,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2366.919,Non-Consumables,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
869,FDJ03,12.35,2,0.072334667,49.1692,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,886.8456,Food,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
870,FDT50,6.75,2,0.108148913,95.6752,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,958.752,Food,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
871,NCY41,16.75,1,0.07585337,36.8532,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1150.5024,Non-Consumables,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
872,FDJ60,19.35,2,0.062655235,163.3184,OUT045,2002-01-01,,Tier 2,Supermarket Type1,2641.8944,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,FDZ35,9.6,2,0.022278477,102.499,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1547.985,Food,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,FDS21,19.85,2,0.020961192,62.0194,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,619.194,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
875,FDM52,15.1,1,0.025993423,147.4076,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2808.3444,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
876,FDQ08,,2,0.018838681,62.9536,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2266.3832,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
877,FDQ56,6.59,1,0.105577348,85.6908,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1929.4884,Food,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
878,FDS47,16.75,1,0.129086113,89.4856,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1054.6272,Food,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,DRM48,15.2,1,0.113125627,38.6848,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1155.8288,Drinks,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
880,FDW46,13.0,2,0.070699313,65.7484,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1174.4712,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
881,FDW27,5.86,2,0.151467821,154.1314,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,3412.8908,Food,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
882,NCQ05,11.395,1,0.03616416,150.1708,OUT010,1998-01-01,,Tier 3,Grocery Store,300.9416,Non-Consumables,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
883,FDU40,20.85,1,0.062606583,192.2478,OUT010,1998-01-01,,Tier 3,Grocery Store,387.4956,Food,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
884,DRE12,,1,0.0704378,112.886,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2942.836,Drinks,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
885,FDX35,5.035,2,0.079844043,226.3036,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,4098.6648,Food,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,FDD51,11.15,1,0.120139206,45.0744,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,452.744,Food,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
887,FDY27,6.38,1,0.032028115,178.3344,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,3211.8192,Food,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
888,NCN06,8.39,1,0.120497266,162.2868,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2620.5888,Non-Consumables,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
889,FDR57,5.675,2,0.023492524,155.5288,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1414.1592,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
890,FDL32,15.7,2,0.122657336,110.1544,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1565.9616,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
891,FDW46,13.0,2,0.070588037,65.9484,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1043.9744,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
892,NCO17,,1,0.073024401,121.844,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3115.944,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
893,FDR19,13.5,2,0.159587755,145.3102,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,729.051,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
894,FDJ33,8.895,2,0.088821765,125.173,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2956.152,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
895,FDB15,10.895,1,0.136810742,263.0568,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,527.3136,Food,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
896,FDA52,16.2,2,0.128682722,178.437,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1058.622,Food,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,FDZ08,,2,0.109459733,84.1592,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1320.9472,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898,FDR27,15.1,2,0.096644015,131.9942,OUT017,2007-01-01,,Tier 2,Supermarket Type1,3047.3666,Food,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
899,NCK42,7.475,1,0.013120028,217.6192,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1725.7536,Non-Consumables,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
900,FDZ12,,1,0.0,144.847,OUT019,1985-01-01,Small,Tier 1,Grocery Store,143.147,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,FDM60,10.8,2,0.048339408,41.5138,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,446.7518,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,NCI31,20.0,1,0.08165845,35.019,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,585.904,Non-Consumables,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
903,FDX39,14.3,2,0.04975339,210.3586,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,6331.758,Food,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
904,NCV05,10.1,1,0.030379382,153.4656,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1853.5872,Non-Consumables,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
905,FDX16,17.85,1,0.065810045,149.105,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2247.075,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
906,DRK12,9.5,1,0.0,32.89,OUT010,1998-01-01,,Tier 3,Grocery Store,33.29,Drinks,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
907,NCA05,20.75,1,0.025272781,146.6734,OUT017,2007-01-01,,Tier 2,Supermarket Type1,445.4202,Non-Consumables,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
908,DRG51,12.1,1,0.019314961,164.6526,OUT010,1998-01-01,,Tier 3,Grocery Store,657.8104,Drinks,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
909,NCR30,20.6,1,0.071282168,74.4696,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,223.7088,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
910,NCE31,7.67,1,0.184843579,33.1216,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,727.0536,Non-Consumables,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
911,FDM56,,1,0.122896411,111.1912,OUT019,1985-01-01,Small,Tier 1,Grocery Store,218.3824,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
912,FDP24,20.6,1,0.082935004,119.5756,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2665.8632,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,DRM37,15.35,1,0.161350176,196.6768,OUT010,1998-01-01,,Tier 3,Grocery Store,591.2304,Drinks,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
914,FDN56,5.46,2,0.106968096,142.6786,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2311.6576,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
915,DRE60,9.395,1,0.159582185,224.772,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,7017.532,Drinks,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
916,FDW49,,1,0.14453827,180.6002,OUT019,1985-01-01,Small,Tier 1,Grocery Store,895.501,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
917,FDM20,10.0,1,0.038685802,243.8144,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,4655.2736,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
918,FDK15,,1,0.172309903,98.2042,OUT019,1985-01-01,Small,Tier 1,Grocery Store,198.4084,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
919,FDK48,7.445,1,0.037690731,73.3354,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,451.4124,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,FDO49,,2,0.05787008,49.7008,OUT019,1985-01-01,Small,Tier 1,Grocery Store,50.6008,Food,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
921,FDC09,15.5,2,0.026409147,102.1332,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,615.1992,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
922,NCZ41,19.85,1,0.064367627,126.1704,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,876.1928,Non-Consumables,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
923,FDP19,11.5,1,0.173516063,128.1652,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2454.1388,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
924,FDQ24,,1,0.12898088,250.4724,OUT019,1985-01-01,Small,Tier 1,Grocery Store,251.6724,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,DRL11,10.5,1,0.048115543,159.0946,OUT045,2002-01-01,,Tier 2,Supermarket Type1,4102.6596,Drinks,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
926,FDO36,19.7,1,0.077899109,177.766,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2696.49,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,FDN52,,2,0.13093275,86.9198,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1569.9564,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
928,FDF21,10.3,2,0.098464979,188.653,OUT010,1998-01-01,,Tier 3,Grocery Store,189.753,Food,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
929,FDU40,20.85,1,0.037372847,192.7478,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3099.9648,Food,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
930,FDS51,13.35,1,0.032230526,61.4194,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,743.0328,Food,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
931,FDE45,12.1,1,0.040357315,177.8002,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1611.9018,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
